class_name,standard,section,subject,teacher,lectures,type,allowed_rooms,daily_max
Class-08,Year-4,A,Database Lab,Faculty-197,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-08,Year-4,A,Networks Lab,Faculty-198,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-08,Year-4,B,Mathematics,Faculty-199,4,THEORY,,2
Class-08,Year-4,B,Programming Fundamentals,Faculty-200,4,THEORY,,2
Class-08,Year-4,B,Data Structures,Faculty-201,4,THEORY,,2
Class-08,Year-4,B,Database Systems,Faculty-202,4,THEORY,,2
Class-08,Year-4,B,Communication Skills,Faculty-203,4,THEORY,,2
Class-08,Year-4,B,Operating Systems,Faculty-204,4,THEORY,,2
Class-08,Year-4,B,Programming Lab,Faculty-205,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-08,Year-4,B,Database Lab,Faculty-206,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-08,Year-4,B,Networks Lab,Faculty-207,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-08,Year-4,C,Mathematics,Faculty-208,4,THEORY,,2
Class-08,Year-4,C,Programming Fundamentals,Faculty-209,4,THEORY,,2
Class-08,Year-4,C,Data Structures,Faculty-210,4,THEORY,,2
Class-08,Year-4,C,Database Systems,Faculty-211,4,THEORY,,2
Class-08,Year-4,C,Communication Skills,Faculty-212,4,THEORY,,2
Class-08,Year-4,C,Operating Systems,Faculty-213,4,THEORY,,2
Class-08,Year-4,C,Programming Lab,Faculty-214,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-08,Year-4,C,Database Lab,Faculty-215,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-08,Year-4,C,Networks Lab,Faculty-216,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-09,Year-1,A,Mathematics,Faculty-217,4,THEORY,,2
Class-09,Year-1,A,Programming Fundamentals,Faculty-218,4,THEORY,,2
Class-09,Year-1,A,Data Structures,Faculty-219,4,THEORY,,2
Class-09,Year-1,A,Database Systems,Faculty-220,4,THEORY,,2
Class-09,Year-1,A,Communication Skills,Faculty-221,4,THEORY,,2
Class-09,Year-1,A,Operating Systems,Faculty-222,4,THEORY,,2
Class-09,Year-1,A,Programming Lab,Faculty-223,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-09,Year-1,A,Database Lab,Faculty-224,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-09,Year-1,A,Networks Lab,Faculty-225,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-09,Year-1,B,Mathematics,Faculty-226,4,THEORY,,2
Class-09,Year-1,B,Programming Fundamentals,Faculty-227,4,THEORY,,2
Class-09,Year-1,B,Data Structures,Faculty-228,4,THEORY,,2
Class-09,Year-1,B,Database Systems,Faculty-229,4,THEORY,,2
Class-09,Year-1,B,Communication Skills,Faculty-230,4,THEORY,,2
Class-09,Year-1,B,Operating Systems,Faculty-231,4,THEORY,,2
Class-09,Year-1,B,Programming Lab,Faculty-232,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-09,Year-1,B,Database Lab,Faculty-233,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-09,Year-1,B,Networks Lab,Faculty-234,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-09,Year-1,C,Mathematics,Faculty-235,4,THEORY,,2
Class-09,Year-1,C,Programming Fundamentals,Faculty-236,4,THEORY,,2
Class-09,Year-1,C,Data Structures,Faculty-237,4,THEORY,,2
Class-09,Year-1,C,Database Systems,Faculty-238,4,THEORY,,2
Class-09,Year-1,C,Communication Skills,Faculty-239,4,THEORY,,2
Class-09,Year-1,C,Operating Systems,Faculty-240,4,THEORY,,2
Class-09,Year-1,C,Programming Lab,Faculty-241,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-09,Year-1,C,Database Lab,Faculty-242,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-09,Year-1,C,Networks Lab,Faculty-243,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-10,Year-2,A,Mathematics,Faculty-244,4,THEORY,,2
Class-10,Year-2,A,Programming Fundamentals,Faculty-245,4,THEORY,,2
Class-10,Year-2,A,Data Structures,Faculty-246,4,THEORY,,2
Class-10,Year-2,A,Database Systems,Faculty-247,4,THEORY,,2
Class-10,Year-2,A,Communication Skills,Faculty-248,4,THEORY,,2
Class-10,Year-2,A,Operating Systems,Faculty-249,4,THEORY,,2
Class-10,Year-2,A,Programming Lab,Faculty-250,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-10,Year-2,A,Database Lab,Faculty-251,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-10,Year-2,A,Networks Lab,Faculty-252,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-10,Year-2,B,Mathematics,Faculty-253,4,THEORY,,2
Class-10,Year-2,B,Programming Fundamentals,Faculty-254,4,THEORY,,2
Class-10,Year-2,B,Data Structures,Faculty-255,4,THEORY,,2
Class-10,Year-2,B,Database Systems,Faculty-256,4,THEORY,,2
Class-10,Year-2,B,Communication Skills,Faculty-257,4,THEORY,,2
Class-10,Year-2,B,Operating Systems,Faculty-258,4,THEORY,,2
Class-10,Year-2,B,Programming Lab,Faculty-259,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-10,Year-2,B,Database Lab,Faculty-260,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-10,Year-2,B,Networks Lab,Faculty-261,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-10,Year-2,C,Mathematics,Faculty-262,4,THEORY,,2
Class-10,Year-2,C,Programming Fundamentals,Faculty-263,4,THEORY,,2
Class-10,Year-2,C,Data Structures,Faculty-264,4,THEORY,,2
Class-10,Year-2,C,Database Systems,Faculty-265,4,THEORY,,2
Class-10,Year-2,C,Communication Skills,Faculty-266,4,THEORY,,2
Class-10,Year-2,C,Operating Systems,Faculty-267,4,THEORY,,2
Class-10,Year-2,C,Programming Lab,Faculty-268,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-10,Year-2,C,Database Lab,Faculty-269,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-10,Year-2,C,Networks Lab,Faculty-270,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-11,Year-3,A,Mathematics,Faculty-271,4,THEORY,,2
Class-11,Year-3,A,Programming Fundamentals,Faculty-272,4,THEORY,,2
Class-11,Year-3,A,Data Structures,Faculty-273,4,THEORY,,2
Class-11,Year-3,A,Database Systems,Faculty-274,4,THEORY,,2
Class-11,Year-3,A,Communication Skills,Faculty-275,4,THEORY,,2
Class-11,Year-3,A,Operating Systems,Faculty-276,4,THEORY,,2
Class-11,Year-3,A,Programming Lab,Faculty-277,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-11,Year-3,A,Database Lab,Faculty-278,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-11,Year-3,A,Networks Lab,Faculty-279,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-11,Year-3,B,Mathematics,Faculty-280,4,THEORY,,2
Class-11,Year-3,B,Programming Fundamentals,Faculty-281,4,THEORY,,2
Class-11,Year-3,B,Data Structures,Faculty-282,4,THEORY,,2
Class-11,Year-3,B,Database Systems,Faculty-283,4,THEORY,,2
Class-11,Year-3,B,Communication Skills,Faculty-284,4,THEORY,,2
Class-11,Year-3,B,Operating Systems,Faculty-285,4,THEORY,,2
Class-11,Year-3,B,Programming Lab,Faculty-286,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-11,Year-3,B,Database Lab,Faculty-287,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-11,Year-3,B,Networks Lab,Faculty-288,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-11,Year-3,C,Mathematics,Faculty-289,4,THEORY,,2
Class-11,Year-3,C,Programming Fundamentals,Faculty-290,4,THEORY,,2
Class-11,Year-3,C,Data Structures,Faculty-291,4,THEORY,,2
Class-11,Year-3,C,Database Systems,Faculty-292,4,THEORY,,2
Class-11,Year-3,C,Communication Skills,Faculty-293,4,THEORY,,2
Class-11,Year-3,C,Operating Systems,Faculty-294,4,THEORY,,2
Class-11,Year-3,C,Programming Lab,Faculty-295,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-11,Year-3,C,Database Lab,Faculty-296,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-11,Year-3,C,Networks Lab,Faculty-297,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-12,Year-4,A,Mathematics,Faculty-298,4,THEORY,,2
Class-12,Year-4,A,Programming Fundamentals,Faculty-299,4,THEORY,,2
Class-12,Year-4,A,Data Structures,Faculty-300,4,THEORY,,2
Class-12,Year-4,A,Database Systems,Faculty-301,4,THEORY,,2
Class-12,Year-4,A,Communication Skills,Faculty-302,4,THEORY,,2
Class-12,Year-4,A,Operating Systems,Faculty-303,4,THEORY,,2
Class-12,Year-4,A,Programming Lab,Faculty-304,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-12,Year-4,A,Database Lab,Faculty-305,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-12,Year-4,A,Networks Lab,Faculty-306,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-12,Year-4,B,Mathematics,Faculty-307,4,THEORY,,2
Class-12,Year-4,B,Programming Fundamentals,Faculty-308,4,THEORY,,2
Class-12,Year-4,B,Data Structures,Faculty-309,4,THEORY,,2
Class-12,Year-4,B,Database Systems,Faculty-310,4,THEORY,,2
Class-12,Year-4,B,Communication Skills,Faculty-311,4,THEORY,,2
Class-12,Year-4,B,Operating Systems,Faculty-312,4,THEORY,,2
Class-12,Year-4,B,Programming Lab,Faculty-313,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-12,Year-4,B,Database Lab,Faculty-314,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-12,Year-4,B,Networks Lab,Faculty-315,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-12,Year-4,C,Mathematics,Faculty-316,4,THEORY,,2
Class-12,Year-4,C,Programming Fundamentals,Faculty-317,4,THEORY,,2
Class-12,Year-4,C,Data Structures,Faculty-318,4,THEORY,,2
Class-12,Year-4,C,Database Systems,Faculty-319,4,THEORY,,2
Class-12,Year-4,C,Communication Skills,Faculty-320,4,THEORY,,2
Class-12,Year-4,C,Operating Systems,Faculty-321,4,THEORY,,2
Class-12,Year-4,C,Programming Lab,Faculty-322,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-12,Year-4,C,Database Lab,Faculty-323,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-12,Year-4,C,Networks Lab,Faculty-324,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-13,Year-1,A,Mathematics,Faculty-325,4,THEORY,,2
Class-13,Year-1,A,Programming Fundamentals,Faculty-326,4,THEORY,,2
Class-13,Year-1,A,Data Structures,Faculty-327,4,THEORY,,2
Class-13,Year-1,A,Database Systems,Faculty-328,4,THEORY,,2
Class-13,Year-1,A,Communication Skills,Faculty-329,4,THEORY,,2
Class-13,Year-1,A,Operating Systems,Faculty-330,4,THEORY,,2
Class-13,Year-1,A,Programming Lab,Faculty-331,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-13,Year-1,A,Database Lab,Faculty-332,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-13,Year-1,A,Networks Lab,Faculty-333,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-13,Year-1,B,Mathematics,Faculty-334,4,THEORY,,2
Class-13,Year-1,B,Programming Fundamentals,Faculty-335,4,THEORY,,2
Class-13,Year-1,B,Data Structures,Faculty-336,4,THEORY,,2
Class-13,Year-1,B,Database Systems,Faculty-337,4,THEORY,,2
Class-13,Year-1,B,Communication Skills,Faculty-338,4,THEORY,,2
Class-13,Year-1,B,Operating Systems,Faculty-339,4,THEORY,,2
Class-13,Year-1,B,Programming Lab,Faculty-340,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-13,Year-1,B,Database Lab,Faculty-341,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-13,Year-1,B,Networks Lab,Faculty-342,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-13,Year-1,C,Mathematics,Faculty-343,4,THEORY,,2
Class-13,Year-1,C,Programming Fundamentals,Faculty-344,4,THEORY,,2
Class-13,Year-1,C,Data Structures,Faculty-345,4,THEORY,,2
Class-13,Year-1,C,Database Systems,Faculty-346,4,THEORY,,2
Class-13,Year-1,C,Communication Skills,Faculty-347,4,THEORY,,2
Class-13,Year-1,C,Operating Systems,Faculty-348,4,THEORY,,2
Class-13,Year-1,C,Programming Lab,Faculty-349,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-13,Year-1,C,Database Lab,Faculty-350,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-13,Year-1,C,Networks Lab,Faculty-351,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-14,Year-2,A,Mathematics,Faculty-352,4,THEORY,,2
Class-14,Year-2,A,Programming Fundamentals,Faculty-353,4,THEORY,,2
Class-14,Year-2,A,Data Structures,Faculty-354,4,THEORY,,2
Class-14,Year-2,A,Database Systems,Faculty-355,4,THEORY,,2
Class-14,Year-2,A,Communication Skills,Faculty-356,4,THEORY,,2
Class-14,Year-2,A,Operating Systems,Faculty-357,4,THEORY,,2
Class-14,Year-2,A,Programming Lab,Faculty-358,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-14,Year-2,A,Database Lab,Faculty-359,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-14,Year-2,A,Networks Lab,Faculty-360,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-14,Year-2,B,Mathematics,Faculty-361,4,THEORY,,2
Class-14,Year-2,B,Programming Fundamentals,Faculty-362,4,THEORY,,2
Class-14,Year-2,B,Data Structures,Faculty-363,4,THEORY,,2
Class-14,Year-2,B,Database Systems,Faculty-364,4,THEORY,,2
Class-14,Year-2,B,Communication Skills,Faculty-365,4,THEORY,,2
Class-14,Year-2,B,Operating Systems,Faculty-366,4,THEORY,,2
Class-14,Year-2,B,Programming Lab,Faculty-367,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-14,Year-2,B,Database Lab,Faculty-368,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-14,Year-2,B,Networks Lab,Faculty-369,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-14,Year-2,C,Mathematics,Faculty-370,4,THEORY,,2
Class-14,Year-2,C,Programming Fundamentals,Faculty-371,4,THEORY,,2
Class-14,Year-2,C,Data Structures,Faculty-372,4,THEORY,,2
Class-14,Year-2,C,Database Systems,Faculty-373,4,THEORY,,2
Class-14,Year-2,C,Communication Skills,Faculty-374,4,THEORY,,2
Class-14,Year-2,C,Operating Systems,Faculty-375,4,THEORY,,2
Class-14,Year-2,C,Programming Lab,Faculty-376,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-14,Year-2,C,Database Lab,Faculty-377,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-14,Year-2,C,Networks Lab,Faculty-378,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-15,Year-3,A,Mathematics,Faculty-379,4,THEORY,,2
Class-15,Year-3,A,Programming Fundamentals,Faculty-380,4,THEORY,,2
Class-15,Year-3,A,Data Structures,Faculty-381,4,THEORY,,2
Class-15,Year-3,A,Database Systems,Faculty-382,4,THEORY,,2
Class-15,Year-3,A,Communication Skills,Faculty-383,4,THEORY,,2
Class-15,Year-3,A,Operating Systems,Faculty-384,4,THEORY,,2
Class-15,Year-3,A,Programming Lab,Faculty-385,2,LAB,LAB-01|LAB-02|LAB-03|LAB-04|LAB-05|LAB-06|LAB-07|LAB-08|LAB-09|LAB-10|LAB-11|LAB-12|LAB-13|LAB-14|LAB-15|LAB-16|LAB-17|LAB-18,2
Class-15,Year-3,A,Database Lab,Faculty-386,2,LAB,LAB-19|LAB-20|LAB-21|LAB-22|LAB-23|LAB-24|LAB-25|LAB-26|LAB-27|LAB-28|LAB-29|LAB-30|LAB-31|LAB-32|LAB-33|LAB-34|LAB-35|LAB-36,2
Class-15,Year-3,A,Networks Lab,Faculty-387,2,LAB,LAB-37|LAB-38|LAB-39|LAB-40|LAB-41|LAB-42|LAB-43|LAB-44|LAB-45|LAB-46|LAB-47|LAB-48|LAB-49|LAB-50|LAB-51|LAB-52|LAB-53|LAB-54,2
Class-15,Year-3,B,Mathematics,Faculty-388,4,THEORY,,2
Class-15,Year-3,B,Programming Fundamentals,Faculty-389,4,THEORY,,2
Class-15,Year-3,B,Data Structures,Faculty-390,4,THEORY,,2
Class-15,Year-3,B,Database Systems,Faculty-391,4,THEORY,,2
Class-15,Year-3,B,Communication Skills,Faculty-392,4,THEORY,,2
Class-15,Year-3,B,Operating Systems,Faculty-393,4,THEORY,,2
